"subc","nodes","x_coord","y_coord"
3,407,-157.750519293131,21.3097853997764
3,408,-157.751159618522,21.3088821764713
3,409,-157.7514944613,21.3083755218129
3,410,-157.751506206446,21.3083204122573
3,411,-157.75169426278,21.3080835892862
3,412,-157.751770615222,21.3079349187615
3,413,-157.751846968563,21.3077861574053
3,414,-157.751858642662,21.3076595022843
3,415,-157.751876260381,21.307582394412
3,416,-157.751887987541,21.3074722697295
3,417,-157.751934916863,21.3070978091167
3,418,-157.751952530984,21.3070096800527
3,419,-157.751964204185,21.3068830231331
3,420,-157.751999503474,21.3067784049994
3,421,-157.752105171117,21.3066627440904
3,422,-157.752228580585,21.3065580549103
3,423,-157.752334367837,21.306519542343
3,424,-157.752363710916,21.3064809146625
3,425,-157.752410747258,21.3064589505202
3,426,-157.75259287616,21.3062386139209
3,427,-157.752669187233,21.3061174050942
3,428,-157.752669173743,21.3060734102597
3,429,-157.752716246957,21.3060127815647
3,430,-157.752757247949,21.3058035039286
3,431,-157.752792556231,21.3057319475714
3,432,-157.752833644457,21.3056493223584
3,433,-157.753021664818,21.3054731136933
3,434,-157.753262564416,21.3053022640883
3,435,-157.753397645285,21.3052307239188
3,436,-157.753767844011,21.3051480078743
3,437,-157.753902975242,21.3050818888182
3,438,-157.754343694306,21.304866986822
3,439,-157.754572789403,21.3047237823767
3,440,-157.754989876981,21.3043272173273
3,441,-157.755448142718,21.3039856997803
3,442,-157.75579477291,21.3036331475517
4,443,-157.755504889939,21.2965239860931
6,444,-157.751034772836,21.2789252330131
7,445,-157.750921285589,21.2953906271758
7,446,-157.751332501494,21.2949223888572
7,447,-157.751649708567,21.2945368333083
7,448,-157.751837746914,21.2944597245367
7,449,-157.75227842371,21.2943605499995
7,450,-157.752607421795,21.2942338058455
7,451,-157.752777791162,21.2940685770033
7,452,-157.753024519266,21.2936499749664
7,453,-157.754710806558,21.2933522409132
7,454,-157.754593254375,21.293346764042
7,455,-157.754481625127,21.2933247081688
7,456,-157.754834170161,21.2932971439481
7,457,-157.754375818089,21.2932752337651
7,458,-157.754270050622,21.2931981168996
7,459,-157.753224095915,21.2931873906856
7,460,-157.75513968245,21.2931428499626
7,461,-157.753982141662,21.2930935428328
7,462,-157.753359284703,21.2930331029954
7,463,-157.753400390016,21.2930166040331
7,464,-157.753688309768,21.2930055468685
7,465,-157.755368797332,21.2929720893904
7,466,-157.75539814311,21.2929555940255
7,467,-157.75539814311,21.2929555940255
7,468,-157.75539814311,21.2929555940255
8,469,-157.755872652401,21.2879057172751
10,470,-157.755186856388,21.29383671829
14,471,-157.755157628422,21.2944919904131
15,472,-157.751652046804,21.2802687005401
15,473,-157.751652046804,21.2802687005401
16,474,-157.755981330074,21.2984071583637
17,475,-157.756114009754,21.2893154090789
20,476,-157.756163878061,21.2996130655906
24,477,-157.755918038487,21.3032587076233
24,478,-157.75628223064,21.3025371653579
24,479,-157.756358525526,21.3020966126686
24,480,-157.755905806808,21.3014249513005
25,481,-157.756378679333,21.2902459429959
27,482,-157.756314207834,21.2908517218295
27,483,-157.756343482566,21.2906259146543
31,484,-157.755903087258,21.2915181752236
33,485,-157.754285763577,21.2860337550538
34,486,-157.75466778479,21.2865788764141
37,487,-157.755690436265,21.2874982128723
38,488,-157.743469597544,21.3204753549537
38,489,-157.743434353113,21.3202440996855
38,490,-157.743422562102,21.3201228710737
38,491,-157.743422514437,21.3197318917135
38,492,-157.743422451485,21.3196713664404
38,493,-157.743469425773,21.3195777676999
38,494,-157.743510630911,21.3195391400193
38,495,-157.74352826212,21.3194950966214
38,496,-157.74354589153,21.3194400338306
38,497,-157.74362227275,21.319357404121
38,498,-157.743710351452,21.3192032252487
38,499,-157.743739719712,21.319060081058
38,500,-157.74380436388,21.3188838642989
38,501,-157.743816030785,21.3186910829272
38,502,-157.743833645806,21.3185809132786
38,503,-157.743851222156,21.3185093173512
38,504,-157.743880605705,21.3184322994111
38,505,-157.743927669027,21.3183056370955
38,506,-157.743927580893,21.3181459201981
38,507,-157.743909977563,21.3181073959396
38,508,-157.743927573699,21.3179200788486
38,509,-157.743892196168,21.3175456398195
38,510,-157.743880476203,21.3175181799201
38,511,-157.743862803625,21.3173969962744
38,512,-157.743851089056,21.3173914888262
38,513,-157.743833430868,21.3173254102396
38,514,-157.743815727714,21.3172758638901
38,515,-157.743804051816,21.3172317827206
38,516,-157.743786357654,21.3172152999462
38,517,-157.743786399023,21.3171877474167
38,518,-157.743774634991,21.3171767280236
38,519,-157.743745261335,21.3171051428881
38,520,-157.743668805471,21.3168793617932
38,521,-157.743651136491,21.3165765096982
38,522,-157.743651103216,21.3164443480283
38,523,-157.743709777684,21.3163011498782
38,524,-157.743709813657,21.3162516457969
